charger_id,station_name,address,city,state,latitude,longitude,x_projected,y_projected,level,plug_power_kw,plug_count,ev_network,connector_types,facility_type
l2_MD_0867,JHUAPL STATION D,11101 Johns Hopkins Rd,Laurel,MD,39.159008,-76.90043,408605.4944,165662.6743,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0868,DARCARS VOLVO VOLVO STATION 3,15401 Frederick Rd,Rockville,MD,39.108531,-77.1584,386299.7101,160066.2615,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0869,MC FLEET PARKING 45,11321 Fern St,Wheaton-Glenmont,MD,39.040859,-77.049098,395749.2226,152543.1058,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0870,MC FLEET PARKING 46,11304 Amherst Ave. N/a,Wheaton,MD,39.040903,-77.049172,395742.8189,152547.9938,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0216,Wawa - Tesla Supercharger,4901 Boston St,Baltimore,MD,39.27713,-76.55358,438519.0976,178865.5265,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
dcfc_MD_0217,Black Bear Tavern & Restaurant - Tesla Supercharger,72-99 Fort Dr,McHenry,MD,39.54995,-79.35162,197892.3814,211664.2177,DCFC_TESLA,150,8,Tesla,TESLA,PARKING_LOT
l2_MD_0871,EVsmart - BGE - JFA Lot,400 E Saratoga St,Baltimore,MD,39.2927135,-76.6097699,433663.3955,180573.354,L2,7.2,6,SWTCH,J1772,PARKING_LOT
dcfc_MD_0218,EVsmart - Pepco - Olney Manor Rec Park - Left Lot,16501 Georgia Ave,Olney,MD,39.1250329,-77.0725839,393723.4238,161888.7939,DCFC,50,4,SWTCH,CHADEMO J1772COMBO,PARKING_LOT
dcfc_MD_0219,MC FLEET EDISON PARK 1,100 Edison Park Dr Level 3,Gaithersburg,MD,39.113015,-77.235113,379666.0758,160578.3473,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0872,POTOMAC EDISON CANAL PLACE L2,13 Canal St,Cumberland,MD,39.64927,-78.762588,248721.6549,221548.8137,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0220,POTOMAC EDISON CANAL PLACE DC1,13 Canal St,Cumberland,MD,39.649313,-78.762532,248726.5528,221553.4944,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0221,POTOMAC EDISON CANAL PLACE DC2,13 Canal St,Cumberland,MD,39.649551,-78.763608,248634.7248,221581.6988,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0873,JERRYS TOYOTA CUSTOMER PARKIN,8001 Belair Rd,Nottingham,MD,39.374921,-76.506813,442495.7121,189742.812,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0222,Wawa - Tesla Supercharger,16410 McKendree Rd,Brandywine,MD,38.66435,-76.87625,410769.6821,110754.0105,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
l2_MD_0874,CEC ST M MUSEUM,213 N Talbot St,Saint Michaels,MD,38.787759,-76.222001,467591.6576,124733.6632,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0875,CAPITAL ELEC UNIT 6,8711 Westphalia Rd,Upper Marlboro,MD,38.840749,-76.853506,412717.6964,130338.1531,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0876,CAPITAL ELEC UNIT 4,8711 Westphalia Rd,Upper Marlboro,MD,38.840791,-76.853441,412723.332,130342.8245,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0877,CAPITAL ELEC UNIT 1,8711 Westphalia Rd,Upper Marlboro,MD,38.840808,-76.853538,412714.9079,130344.6981,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0878,CAPITAL ELEC UNIT 5,8711 Westphalia Rd,Upper Marlboro,MD,38.840757,-76.853484,412719.605,130339.0443,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0879,CAPITAL ELEC UNIT 3,8711 Westphalia Rd,Upper Marlboro,MD,38.840799,-76.853559,412713.0863,130343.6961,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0880,CAPITAL ELEC UNIT 2,8711 Westphalia Rd,Upper Marlboro,MD,38.840816,-76.853452,412722.3726,130345.5981,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0881,EVsmart - DPL - Chesapeake City Ferry Slip,600 2nd St,Chesapeake City,MD,39.5263573,-75.8116168,502176.6889,207106.1412,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0882,POTOMAC EDISON BEAR DEN MUD,2250 Bear Den Rd,Frederick,MD,39.455685,-77.38199,367122.7376,198663.6457,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0883,TOGB STATION 1,7167 Ritchie Hwy,Glen Burnie,MD,39.175623,-76.615883,433190.7192,167572.2602,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0884,ANSEL STATION2,33 Monroe St,Rockville,MD,39.084623,-77.149507,387064.5196,157410.8768,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0885,POTOMAC EDISON POINT OF ROCKS,3728 Clay St,Point of Rocks,MD,39.27461,-77.538623,353523.2062,178628.7934,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0223,Big Pool Exxon,11079 Big Pool Rd,Big Pool,MD,39.62799,-78.018151,312584.6954,218212.9504,DCFC,50,4,EV Connect,CHADEMO J1772COMBO,
l2_MD_0886,EVsmart - BGE - St Frances Academy,501 E Chase St,Baltimore,MD,39.3024341,-76.6089667,433728.0633,181652.8059,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,PARK
dcfc_MD_0224,EVsmart - BGE - St Frances Academy,501 E Chase St,Baltimore,MD,39.3024341,-76.6089667,433728.0633,181652.8059,DCFC,50,6,SWTCH,CHADEMO J1772 J1772COMBO,PARK
l2_MD_0887,EVsmart - BGE - Northeast Market,2126 McElderry St,Baltimore,MD,39.2977779,-76.5869209,435631.9324,181144.2567,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,GROCERY
dcfc_MD_0225,EVsmart - BGE - Northeast Market,2126 McElderry St,Baltimore,MD,39.2977779,-76.5869209,435631.9324,181144.2567,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,GROCERY
l2_MD_0888,PEPCO City Hall Location,Yale Ave,College Park,MD,38.98138,-76.93643,405507.7636,145941.0828,L2,7.2,2,Non-Networked,J1772,MUNI_GOV
dcfc_MD_0226,DEFENSEHWYEXXON DEFHWYEX711STN1,161 Defense Highway,Annapolis,MD,38.984928,-76.557039,438377.9841,146426.0686,DCFC,62.5,1,ChargePoint Network,J1772COMBO TESLA,
dcfc_MD_0227,DEFENSEHWYEXXON DEFHWYEX711STN2,161 Defense Highway,Annapolis,MD,38.984938,-76.557073,438375.0329,146427.1644,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0889,FIELDSIDEGRANDE FG4,881 Brigadier St,Aberdeen,MD,39.531785,-76.189748,469660.8088,207352.8558,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0890,HOWARD COUNTY CARROL LIGON,3450 Court House Dr,Ellicott City,MD,39.274815,-76.806041,416736.1206,178532.1699,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0891,POTOMAC EDISON MONOCACY MARC,7800 Genstar Dr,Frederick,MD,39.382128,-77.394799,365984.9799,190501.8858,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0892,EVsmart - BGE - Fed Hill Park,770 Covington St,Baltimore,MD,39.2803923,-76.6071551,433894.8466,179206.458,L2,7.2,4,SWTCH,J1772,PARK
l2_MD_0893,EVsmart - BGE - Ateaze Senior Center,7401 Holabird Ave,Dundalk,MD,39.2714652,-76.5113444,442166.7253,178255.2989,L2,7.2,8,SWTCH,J1772,OTHER_ENTERTAINMENT
l2_MD_0894,EVsmart - Crab Adaptive Boating Center,7040 Bembe Beach Rd,Annapolis,MD,38.96612,-76.47603,445408.5313,144375.3917,L2,7.2,4,SWTCH,J1772,
l2_MD_0895,EVsmart - Eastern Family Resource Center,9150 Franklin Square Dr,Rosedale,MD,39.354575,-76.474107,445326.8337,187499.7495,L2,7.2,4,SWTCH,J1772,
l2_MD_0896,PP - ANNAPOLIS CP 3,150 Gorman St,Annapolis,MD,38.976983,-76.48914,444265.6468,145574.8296,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0897,PP - ANNAPOLIS CP 2,169 Green St,Annapolis,MD,38.976741,-76.489152,444264.7573,145547.9599,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0898,PP - ANNAPOLIS CP1,169 Green St,Annapolis,MD,38.976869,-76.48911,444268.3171,145562.1893,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0899,POTOMAC EDISON MAX KEHNE L2,1108 W 7th St,Frederick,MD,39.427837,-77.419316,363895.9829,195585.9775,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0228,Wawa - Tesla Supercharger,101 Hissey Rd,Grasonville,MD,38.96555,-76.194117,469839.9706,144490.0309,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
l2_MD_0900,EVsmart - BGE - Fields at Renaissance Park,99 Stemmers Run Rd,Essex,MD,39.3192029,-76.4538906,447092.7624,183583.0491,L2,7.2,4,SWTCH,J1772,PARK
dcfc_MD_0229,POTOMAC EDISON MAX KEHNE DC1,1108 W 7th St,Frederick,MD,39.427863,-77.419265,363900.3873,195588.8439,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0230,POTOMAC EDISON MAX KEHNE DC2,1108 W 7th St,Frederick,MD,39.427877,-77.419235,363902.9775,195590.3863,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0231,EVsmart - Pepco - Gaithersburg FSO,15 Metropolitan Grove Rd,Gaithersburg,MD,39.1482057,-77.2258561,380476.3211,164482.9603,DCFC,50,2,SWTCH,CHADEMO J1772COMBO,STATE_GOV
l2_MD_0901,POTOMAC EDISON BRUNSWICK,20 W Potomac St,Brunswick,MD,39.312279,-77.627705,345865.3802,182859.7302,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0902,SMECO - Chancellor's Run,21905 Chancellors Run Rd,Great Mills,MD,38.267524,-76.497915,443938.355,66818.7921,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0903,FIELDSIDEGRANDE FG5,810 Bumbry Circle,Aberdeen,MD,39.531341,-76.193196,469364.8121,207300.936,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0904,FALLSTONDUAL2 CROSSRDS 1,2741 Fallston Rd,Fallston,MD,39.543829,-76.473118,445290.8543,208511.6105,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0905,EVsmart - BGE - Hereford Branch,16940 York Rd,Monkton,MD,39.5897797,-76.6637835,428882.4858,213536.002,L2,7.2,4,SWTCH,J1772,LIBRARY
l2_MD_0906,Parkview Garden Apartments,6143 64th Ave,Riverdale,MD,38.963645,-76.906502,408102.879,143974.5567,L2,7.2,4,EV Connect,J1772,
dcfc_MD_0232,POTOMAC EDISON MT AIRY DC2,509a E Ridgeville Blvd,Mount Airy,MD,39.363834,-77.158552,386335.826,188409.1702,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0233,POTOMAC EDISON MT AIRY DC1,509a E Ridgeville Blvd,Mount Airy,MD,39.363664,-77.158391,386349.6681,188390.2725,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0907,EVsmart - BGE - Millersville Garage,8435 Maxwell Frye Rd,Millersville,MD,39.1008362,-76.6210906,432775.1874,159268.0958,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,PARKING_GARAGE
dcfc_MD_0234,EVsmart - BGE - Millersville Garage,8435 Maxwell Frye Rd,Millersville,MD,39.1008362,-76.6210906,432775.1874,159268.0958,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,PARKING_GARAGE
l2_MD_0908,Johns Hopkins - Bayview Public,"Mason F. Lord Center Tower, 5200 Eastern Avenue",Baltimore,MD,39.2713976,-76.5603828,437935.1867,178226.2895,L2,7.2,4,Blink Network,J1772,
l2_MD_0909,226 Schilling circle,226 Schilling Circle,Hunt Valley,MD,39.4919451,-76.6655007,428774.7348,202673.1924,L2,7.2,10,Blink Network,J1772,
l2_MD_0910,31150,7142 Columbia Gateway Drive,Columbia,MD,39.1777314,-76.8048631,416860.7807,167754.553,L2,7.2,2,Blink Network,J1772,
l2_MD_0911,46040,5801 University Research Court,Riverdale,MD,38.968964,-76.922414,406723.3443,144563.7256,L2,7.2,4,Blink Network,J1772,
l2_MD_0912,30200,6724 Alexander Bell Drive,Columbia,MD,39.186544,-76.809329,416472.8586,168732.0663,L2,7.2,2,Blink Network,J1772,
l2_MD_0913,30300,6750 Alexander Bell Drive,Columbia,MD,39.188943,-76.8117983,416258.9743,168997.9486,L2,7.2,1,Blink Network,J1772,
l2_MD_0914,Westview,"5265 Westview Drive REAR
 5295 Westview Drive SIDE",Frederick,MD,39.383145,-77.412814,364433.3762,190621.6572,L2,7.2,8,Blink Network,J1772,
l2_MD_0915,26700,306 Sentinel Drive,Annapolis Junction,MD,39.1233162,-76.7713433,419772.2094,161720.4406,L2,7.2,2,Blink Network,J1772,
l2_MD_0916,Topaz House,"4400 East West Highway, Suite H",Bethesda,MD,38.98467,-77.08988,392212.4743,146308.2303,L2,7.2,2,Blink Network,J1772,
l2_MD_0917,431703 Avalon at Grosvenor Station,10306 Strathmore Hall Street,North Bethesda,MD,39.025997,-77.102477,391126.2129,150897.0988,L2,7.2,4,Blink Network,J1772,
l2_MD_0918,26552,304 Sentinel Drive,Annapolis Junction,MD,39.1233187,-76.772182,419699.6847,161720.5369,L2,7.2,1,Blink Network,J1772,
l2_MD_0919,27102,2691 Technology Drive,Annapolis Junction,MD,39.1209463,-76.7777437,419219.3943,161455.9854,L2,7.2,1,Blink Network,J1772,
l2_MD_0920,26030,420 National Business Parkway,Annapolis Junction,MD,39.1355084,-76.7695278,419925.7842,163074.3281,L2,7.2,2,Blink Network,J1772,
l2_MD_0921,20550,911 Elkridge Landing Road,Linthicum Heights,MD,39.2016727,-76.6839554,427298.7071,170441.6095,L2,7.2,4,Blink Network,J1772,
l2_MD_0922,Residence Inn Baltimore Owings Mills,10620 Red Run Blvd,Owings Mills,MD,39.4114316,-76.7972156,417463.9833,193700.9803,L2,7.2,2,Blink Network,J1772,
l2_MD_0923,Seneca Village,750 Clopper Road,Gaithersburg,MD,39.1440144,-77.2256512,380492.8828,164017.6247,L2,7.2,4,Blink Network,J1772,
l2_MD_0924,431703 AvalonBay Grosvenor (Shared),10306 Strathmore Hall St,North Bethesda,MD,39.02601,-77.10203,391164.9205,150898.4986,L2,7.2,2,Blink Network,J1772,
l2_MD_0925,First Impression Hardscapes,7154 Montevideo Road,Jessup,MD,39.17340800242271,-76.77663742011032,419300.8185,167280.1786,L2,7.2,2,Blink Network,J1772,
l2_MD_0926,J H @ Parkway Public,7231 Parkway Drive,Hanover,MD,39.173997,-76.7303521,423300.1888,167356.3566,L2,7.2,4,Blink Network,J1772,
l2_MD_0927,230 Schilling Circle,230 Schilling Circle,Hunt Valley,MD,39.4902722,-76.6652053,428800.827,202487.552,L2,7.2,4,Blink Network,J1772,
l2_MD_0928,225 Schilling Circle,225 Schilling Circle,Hunt Valley,MD,39.4907953,-76.6634704,428949.8585,202546.1771,L2,7.2,4,Blink Network,J1772,
l2_MD_0929,One Central Plaza,11300 Rockville Pike,Rockville,MD,39.0415003,-77.1113912,390356.428,152619.0392,L2,7.2,1,Blink Network,J1772,
l2_MD_0930,The Villas At Dorsey Ridge,7405 Windstream Circle,Hanover,MD,39.16328478953407,-76.72144104893944,424073.8223,166169.4618,L2,7.2,3,Blink Network,J1772,
dcfc_MD_0235,"Royal Farms - White Marsh, MD - RFS 102",10740 Pulaski Highway,White Marsh,MD,39.37998599062748,-76.42858230368691,449232.9333,190344.421,DCFC,50,4,Blink Network,J1772COMBO,
l2_MD_0931,5500 Public,5500 East Lombard Street,Baltimore,MD,39.294324,-76.5508569,438744.6699,180775.4981,L2,7.2,2,Blink Network,J1772,
l2_MD_0932,26400,135 National Business Pkwy,Annapolis Junction,MD,39.1252859,-76.773777,419561.221,161938.5788,L2,7.2,2,Blink Network,J1772,
l2_MD_0933,41902,1519 S Clinton St,Baltimore,MD,39.2745538,-76.5686991,437215.9078,178573.2577,L2,7.2,4,Blink Network,J1772,
l2_MD_0934,25000,1362 Mellon Road,Hanover,MD,39.16055,-76.7103392,425034.2435,165868.8463,L2,7.2,2,Blink Network,J1772,
l2_MD_0935,30650,6950 Columbia Gateway Drive,Columbia,MD,39.180545,-76.800684,417221.198,168067.6829,L2,7.2,2,Blink Network,J1772,
l2_MD_0936,Twinbrook,12721 Twinbrook Parkway,Rockville,MD,39.0587398,-77.1204712,389572.8831,154533.8178,L2,7.2,2,Blink Network,J1772,
l2_MD_0937,30452,6715 Columbia Gateway Drive,Columbia,MD,39.1859082,-76.807212,416655.9062,168661.8668,L2,7.2,2,Blink Network,J1772,
l2_MD_0938,Flats 170 at Academy Yards,8313 Telegraph Road,Odenton,MD,39.242897,-77.141904,387749.6464,174980.5214,L2,7.2,2,Blink Network,J1772,
l2_MD_0939,32950,7150 Riverwood Drive,Columbia,MD,39.1754317,-76.8752489,410779.377,167488.6106,L2,7.2,2,Blink Network,J1772,
l2_MD_0940,22100,7740 Milestone Parkway,Hanover,MD,39.1514472,-76.7483399,421752.7542,164848.5811,L2,7.2,2,Blink Network,J1772,
l2_MD_0941,City of College Park DPW Facility,9217 51st Avenue,College Park,MD,39.00412545701672,-76.92090902012097,406850.3943,148467.1026,L2,7.2,6,Blink Network,J1772,
l2_MD_0942,6518 Meadowridge,6518 Meadowridge Road,Elkridge,MD,39.19001235934968,-76.77760631534383,419212.6074,169123.2996,L2,7.2,2,Blink Network,J1772,
dcfc_MD_0236,"Royal Farms - Joppa, MD - RFS 001",2620 Mountain Road,Joppa,MD,39.450796940509264,-76.35526084232943,455494.6802,198247.9198,DCFC,50,2,Blink Network,J1772COMBO,
dcfc_MD_0237,"Royal Farms - North East, MD - RFS 096",500 Mechanics Valley Road,North East,MD,39.61161419606491,-75.93160167768565,491750.165,216443.991,DCFC,50,2,Blink Network,J1772COMBO,
l2_MD_0943,30950,7125 Columbia Gateway Drive,Columbia,MD,39.1767653,-76.8093038,416477.3019,167646.4919,L2,7.2,2,Blink Network,J1772,
l2_MD_0944,25550,7272 Park Circle Drive,Hanover,MD,39.1804725,-76.7328528,423082.0,168074.5946,L2,7.2,2,Blink Network,J1772,
l2_MD_0945,27400,2721 Technology Drive,Annapolis Junction,MD,39.1199188,-76.7757604,419391.1799,161342.3389,L2,7.2,2,Blink Network,J1772,
l2_MD_0946,27052,310 Sentinel Way,Annapolis Junction,MD,39.124691,-76.76988,419898.3593,161873.3788,L2,7.2,2,Blink Network,J1772,
l2_MD_0947,Headlines Hair,4420 Fitch Avenue,Nottingham,MD,39.3698778,-76.5027125,442852.081,189184.8353,L2,7.2,1,Blink Network,J1772,
l2_MD_0948,33050,7170 Riverwood Drive,Columbia,MD,39.1741984,-76.8755843,410750.5819,167351.6568,L2,7.2,1,Blink Network,J1772,
l2_MD_0949,22350,7880 Milestone Parkway,Hanover,MD,39.1423472,-76.7516067,421473.1265,163837.5859,L2,7.2,2,Blink Network,J1772,
l2_MD_0950,Crescent at Fells Point,951 Fell St.,Baltimore,MD,39.280587,-76.588139,435535.4671,179235.3005,L2,7.2,2,Blink Network,J1772,
l2_MD_0951,46020,4600 River Road,Riverdale,MD,38.971012,-76.927031,406323.0546,144790.7436,L2,7.2,4,Blink Network,J1772,
l2_MD_0952,Capital Regional Medical Center Parking Garage,9400 HealthCare Way,Upper Marlboro,MD,38.90373,-76.8434,413583.0837,137330.96,L2,7.2,2,Blink Network,J1772,
l2_MD_0953,26020,410 National Business Parkway,Annapolis Junction,MD,39.1347958,-76.7689086,419979.5186,162995.3553,L2,7.2,2,Blink Network,J1772,
l2_MD_0954,Serenity Place Garage,7501 Trafalgar Circle,Hanover,MD,39.16146996690787,-76.71825853178784,424349.4874,165968.8348,L2,7.2,4,Blink Network,J1772,
dcfc_MD_0238,"Royal Farms - Cecilton, MD - RFS 136",115 North Bohemia Avenue,Cecilton,MD,39.40484029615147,-75.86781931718136,497511.9487,193554.3353,DCFC,50,2,Blink Network,J1772COMBO,
l2_MD_0955,26250,132 National Business Parkway,Annapolis Junction,MD,39.1247562,-76.776121,419358.6804,161879.276,L2,7.2,2,Blink Network,J1772,
l2_MD_0956,26350,134 National Business Parkway,Annapolis Junction,MD,39.1262718,-76.7753998,419420.629,162047.6802,L2,7.2,2,Blink Network,J1772,
l2_MD_0957,26600,302 Sentinel Drive,Annapolis Junction,MD,39.1225411,-76.7714348,419764.5125,161634.3747,L2,7.2,2,Blink Network,J1772,
l2_MD_0958,27200,2701 Technology Drive,Annapolis Junction,MD,39.120457,-76.7766169,419316.967,161401.9045,L2,7.2,2,Blink Network,J1772,
l2_MD_0959,26852,316 Sentinel Way,Annapolis Junction,MD,39.126971,-76.7704562,419847.8991,162126.3629,L2,7.2,2,Blink Network,J1772,
l2_MD_0960,303 International Circle,303 International Circle,Cockeysville,MD,39.5000623,-76.6659415,428733.5195,203574.2659,L2,7.2,4,Blink Network,J1772,
l2_MD_0961,Dorsey Center Apartments,6771 Dorsey Rd,Elkridge,MD,39.18469600291975,-76.75545190338545,421128.1266,168537.9967,L2,7.2,10,Blink Network,J1772,
dcfc_MD_0239,7Charge - Beltsville 41717,11350 Baltimore Ave,Beltsville,MD,39.03989,-76.90487,408235.5152,152438.6696,DCFC,50,2,7CHARGE,J1772COMBO TESLA,CONVENIENCE_STORE
l2_MD_0962,Annapolis Waterfront Hotel,80 Compromise St,Annapolis,MD,38.976027,-76.485874,444549.2393,145470.2945,L2,7.2,2,EVRANGE,J1772,PUBLIC
l2_MD_0963,TEMPO MD STATION 1,8340 Baltimore Ave,College Park,MD,38.994647,-76.932594,405839.0497,147414.0877,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0240,EVsmart - DPL - City of Cambridge DPS,8 Washington St,Cambridge,MD,38.5591928,-76.0646385,481522.6643,99491.4619,DCFC,50,4,SWTCH,CHADEMO J1772COMBO,PARK
dcfc_MD_0241,Wawa - Tesla Supercharger,7501 Pulaski Hwy,Rosedale,MD,39.31204,-76.52492,440971.839,182753.5956,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
l2_MD_0964,Franklin Street Garage,15 W Franklin St,Baltimore,MD,39.29493,-76.61628,433100.7643,180817.0447,L2,7.2,4,Non-Networked,J1772,PAY_GARAGE
l2_MD_0965,Vista Wilde Lake Apartments,5421 Lynx Lane,Columbia,MD,39.21998622149494,-76.87615336243489,410694.5193,172434.7375,L2,7.2,6,Blink Network,J1772,
l2_MD_0966,EVsmart - Pepco - North Four Corners,315 University Blvd W,Silver Spring,MD,39.0240204,-77.0171333,398516.1369,150672.8322,L2,7.2,2,SWTCH,J1772 J1772COMBO,PARK
dcfc_MD_0242,EVsmart - Pepco - North Four Corners,315 University Blvd W,Silver Spring,MD,39.0240204,-77.0171333,398516.1369,150672.8322,DCFC,50,2,SWTCH,J1772 J1772COMBO,PARK
dcfc_MD_0243,"Royal Farms - Camp Springs, MD - RFS 204",6210 Allentown Road,Camp Springs,MD,38.80408990965995,-76.90636778837555,408132.6257,126262.735,DCFC,50,2,Blink Network,J1772COMBO,
l2_MD_0967,University of Maryland Global Campus,3501 University Boulevard East,Adelphi,MD,38.9864472,-76.9539928,403985.7566,146502.6804,L2,7.2,4,Blink Network,J1772,
dcfc_MD_0244,"Royal Farms - Gambrills, MD - RFS 148",1114 Maryland 3,Gambrills,MD,39.02441957932145,-76.69252586137377,426624.6647,150761.7966,DCFC,50,2,Blink Network,J1772COMBO,
dcfc_MD_0245,"Royal Farms - Hunt Valley, MD - RFS 191",11119 McCormick Road,Hunt Valley,MD,39.48955580929637,-76.6571741460121,429492.009,202410.5757,DCFC,50,4,Blink Network,CHADEMO J1772COMBO,
l2_MD_0968,4340 East West Highway,4340 East-West Highway,Bethesda,MD,38.98467778506325,-77.08820811458743,392357.3287,146308.9532,L2,7.2,2,Blink Network,J1772,
l2_MD_0969,POTOMAC EDISON MARKET STREET,331 N Market St,Frederick,MD,39.41858,-77.410652,364637.3408,194554.856,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0970,Lincoln Property Comapny.DC,"4520 East-West Highway, Suite 102",Bethesda,MD,38.98488860299554,-77.091959275941,392032.3486,146332.6768,L2,7.2,4,Blink Network,J1772,
l2_MD_0971,EVsmart - Pepco - Gaithersburg Middle School Aquatic Center,2 Teachers Way,Gaithersburg,MD,39.1438983,-77.1877217,383771.7463,163997.3095,L2,7.2,4,SWTCH,J1772,SCHOOL
l2_MD_0972,EVsmart - Pepco - Largo FSO MVA,10251 Central Ave,Upper Marlboro,MD,38.8968325,-76.8287099,414858.7235,136567.5685,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,STATE_GOV
dcfc_MD_0246,EVsmart - Pepco - Largo FSO MVA,10251 Central Ave,Upper Marlboro,MD,38.8968325,-76.8287099,414858.7235,136567.5685,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,STATE_GOV
l2_MD_0973,CSS STATION STATION 2,3340 Teagarden Cir,Silver Spring,MD,39.081008,-76.94417,404830.3843,157000.4371,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0974,CSS STATION STATION 1,3340 Teagarden Cir,Silver Spring,MD,39.08095,-76.944103,404836.1853,156994.0019,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0247,Lanham Crossing,8801 Annapolis Rd,Lanham Seabrook,MD,38.95873,-76.86496,411703.9757,143433.4467,DCFC,100,6,eVgo Network,CHADEMO J1772COMBO,
l2_MD_0975,FIELDSIDEGRANDE FG3,921 Ordinance Circle,Aberdeen,MD,39.493553,-76.182887,470288.6546,203113.5148,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0248,BOBBELLHYUNDAI HYUNDAI 1,7111 Ritchie Hwy,Glen Burnie,MD,39.180608,-76.613293,433412.1724,168126.6084,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0249,BOBBELLHYUNDAI HYUNDAI 2,7111 Ritchie Hwy,Glen Burnie,MD,39.180619,-76.61332,433409.8344,168127.8196,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0976,Wisconsin,5809 Nicholson Ln t123,Rockville,MD,39.0454,-77.11528,390020.3147,153052.3676,L2,7.2,2,CHARGEUP,J1772,
l2_MD_0977,EVsmart - BGE - Banneker Community Center,27 Main Ave,Catonsville,MD,39.280479,-76.7403289,422404.4848,179175.0458,L2,7.2,4,SWTCH,J1772,OTHER_ENTERTAINMENT
l2_MD_0978,Renn Kirby Mitsubishi,5712 Buckeystown Pike,Frederick,MD,39.391327,-77.409622,364712.4605,191528.7907,L2,7.2,2,Blink Network,J1772,
l2_MD_0979,HAMPTONOWINGS MARY,10521 Red Run Blvd,Owings Mills,MD,39.403356,-76.79673,417507.7986,192804.5026,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0980,HAMPTONOWINGS NICK,10521 Red Run Blvd,Owings Mills,MD,39.403357,-76.796768,417504.5253,192804.6063,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0981,EVsmart - DPL - Salisbury FSO Parking Lot,251 Tilghman Rd,Salisbury,MD,38.368054,-75.5466661,527001.9095,78867.7327,L2,7.2,3,SWTCH,CHADEMO J1772 J1772COMBO,PARK
